City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
tahe,52.33,124.73,62.92,95,93,1.28,CN,1596290521
sola,-13.88,167.55,76.95,87,38,3.62,VU,1596290521
batagay,67.63,134.63,53.73,61,20,3.15,RU,1596290521
belyy yar,53.6,91.39,62.6,63,100,6.71,RU,1596290522
pampa,35.54,-100.96,69.8,68,1,4.7,US,1596290291
faya,18.39,42.45,71.6,88,40,14.99,SA,1596290522
luganville,-15.53,167.17,76.12,84,79,3.89,VU,1596290522
stokmarknes,68.56,14.91,60.8,87,20,11.41,NO,1596290523
sovetskiy,61.36,63.58,71.17,48,40,5.68,RU,1596290523
severo-kurilsk,50.68,156.12,51.87,89,30,10.69,RU,1596290523
lagodekhi,41.83,46.28,86.0,40,20,4.7,GE,1596290524
itarema,-2.92,-39.92,87.35,48,84,13.8,BR,1596290524
muros,42.78,-9.06,78.01,49,40,9.17,ES,1596290524
port elizabeth,-33.92,25.57,66.2,68,0,8.05,ZA,1596290524
sawakin,19.11,37.33,96.64,45,82,10.56,SD,1596290525
klyuchi,52.27,79.17,71.42,56,0,6.93,RU,1596290525
dalhousie,32.53,75.98,67.39,94,2,2.55,IN,1596290525
shitkino,56.37,98.35,63.7,91,98,1.77,RU,1596290417
boyolangu,-8.12,111.89,73.2,85,78,7.11,ID,1596290526
charters towers,-20.1,146.27,56.41,84,1,8.61,AU,1596290526
hofn,64.25,-15.21,51.8,93,90,19.46,IS,1596290526
kurilsk,45.23,147.88,57.13,91,61,7.63,RU,1596290526
tutoia,-2.76,-42.27,85.8,50,80,5.19,BR,1596290526
lodja,-3.48,23.43,99.01,23,5,1.07,CD,1596290527
teguldet,57.31,88.17,61.74,72,100,4.43,RU,1596290527
ranfurly,-45.13,170.1,43.0,82,16,5.37,NZ,1596290527
kargil,34.57,76.1,67.1,33,64,9.26,IN,1596290527
tokur,53.13,132.9,51.39,97,100,6.02,RU,1596290528
lebu,-37.62,-73.65,52.12,97,100,8.41,CL,1596290528
nerchinskiy zavod,51.31,119.61,63.05,92,62,4.83,RU,1596290528
liaoyang,41.27,123.17,75.2,78,99,4.47,CN,1596290528
norman wells,65.28,-126.83,62.6,77,40,8.05,CA,1596290528
abu samrah,35.3,37.18,97.16,22,0,23.87,SY,1596290529
zhangye,38.93,100.45,77.45,18,32,4.99,CN,1596290529
port lincoln,-34.73,135.87,54.99,91,9,7.14,AU,1596290529
chabahar,25.29,60.64,84.72,81,2,12.57,IR,1596290423
puerto madero,14.72,-92.42,77.0,78,75,5.82,MX,1596290530
mahebourg,-20.41,57.7,75.2,69,40,10.29,MU,1596290530
altamira,-3.2,-52.21,88.83,42,0,4.25,BR,1596290393
aripuana,-9.17,-60.63,88.03,28,0,5.57,BR,1596290530
jiazi,22.88,116.07,81.59,86,100,13.76,CN,1596290531
las vegas,36.17,-115.14,95.0,20,1,5.82,US,1596290426
saldanha,-33.01,17.94,77.0,29,0,3.36,ZA,1596290531
ballina,-28.87,153.57,54.0,93,9,3.83,AU,1596290531
shingu,33.73,135.98,75.61,90,99,1.77,JP,1596290532
argelia,2.26,-77.25,75.02,51,50,5.32,CO,1596290532
aykhal,66.0,111.5,66.2,39,0,6.71,RU,1596290532
flin flon,54.77,-101.86,62.6,82,5,4.7,CA,1596290433
patea,-39.76,174.48,42.01,92,100,3.98,NZ,1596290532
tiarei,-17.53,-149.33,71.6,88,20,3.36,PF,1596290533
sorland,67.67,12.69,56.14,89,33,13.2,NO,1596290533
port hedland,-20.32,118.57,62.6,45,0,4.7,AU,1596290533
cap-aux-meules,47.38,-61.86,64.4,88,90,14.99,CA,1596290533
pulaski,34.77,-92.3,75.99,73,75,14.99,US,1596290533
binga,-17.62,27.34,75.92,23,0,8.32,ZW,1596290534
tautira,-17.73,-149.15,71.6,88,20,3.36,PF,1596290534
helong,42.54,129.0,68.5,87,100,1.9,CN,1596290534
kawalu,-7.38,108.21,71.6,88,92,1.83,ID,1596290535
hervey bay,-25.3,152.85,59.0,90,8,4.0,AU,1596290535
santander,43.46,-3.8,72.0,78,75,8.05,ES,1596290535
matay,28.42,30.78,107.94,7,0,15.41,EG,1596290535
anshun,26.25,105.93,67.8,94,4,7.56,CN,1596290536
hillsboro,45.52,-122.99,61.0,93,1,3.36,US,1596290469
kungurtug,50.6,97.52,50.32,79,99,2.98,RU,1596290536
moerai,-22.43,-151.33,72.79,75,3,3.71,PF,1596290536
pak thong chai,14.72,102.03,76.08,92,100,8.46,TH,1596290537
sitka,57.05,-135.33,60.8,82,90,10.29,US,1596290537
terrace bay,48.78,-87.1,60.8,93,75,2.24,CA,1596290537
steinbach,50.17,8.57,88.0,54,20,12.75,DE,1596290537
north bend,43.41,-124.22,61.0,100,75,4.7,US,1596290537
teacapan,22.55,-105.75,81.1,77,100,2.04,MX,1596290538
itabira,-19.62,-43.23,66.2,63,75,12.75,BR,1596290538
pochutla,15.74,-96.47,81.0,78,5,2.33,MX,1596290538
durango,24.83,-104.83,67.3,64,1,2.55,MX,1596290387
juba,4.85,31.58,85.05,62,51,1.32,SS,1596290411
luyang,27.62,110.1,80.73,76,0,3.38,CN,1596290539
povenets,62.85,34.83,59.47,68,99,7.56,RU,1596290539
fare,-16.7,-151.02,77.94,80,0,14.23,PF,1596290539
guadalupe y calvo,26.1,-106.97,60.28,81,0,4.65,MX,1596290539
chiredzi,-21.05,31.67,77.81,29,0,7.94,ZW,1596290539
xining,36.62,101.77,63.43,55,15,3.74,CN,1596290540
mattru,7.62,-11.83,74.35,96,100,6.06,SL,1596290540
morondava,-20.28,44.28,76.51,66,1,11.97,MG,1596290540
poso,-1.4,120.75,76.87,83,100,5.64,ID,1596290540
hualmay,-11.1,-77.61,61.27,80,77,7.18,PE,1596290540
borba,-4.39,-59.59,91.17,32,1,3.29,BR,1596290541
kahului,20.89,-156.47,73.4,73,1,6.93,US,1596290541
tambura,5.6,27.47,82.38,77,48,3.04,SS,1596290541
fairbanks,64.84,-147.72,59.0,87,75,3.36,US,1596290541
nouakchott,18.09,-15.98,91.4,52,20,16.11,MR,1596290467
cidahu,-6.31,106.06,78.8,69,20,3.36,ID,1596290542
mandalgovi,45.76,106.27,57.7,74,86,24.87,MN,1596290542
kidal,18.44,1.41,101.53,26,63,16.2,ML,1596290542
wilmington,34.23,-77.94,90.0,66,20,11.41,US,1596290421
minggang,32.46,114.05,82.56,79,100,6.04,CN,1596290542
vero beach,27.64,-80.4,86.0,70,1,6.93,US,1596290511
guerrero negro,27.98,-114.06,75.25,65,4,2.24,MX,1596290543
sambava,-14.27,50.17,75.83,75,12,21.23,MG,1596290543
tarskoye,42.97,44.77,87.8,38,40,6.71,RU,1596290543
ahipara,-35.17,173.17,56.95,82,100,11.52,NZ,1596290543
kharp,66.8,65.81,58.21,86,87,7.72,RU,1596290544
chandla,25.08,80.2,93.72,51,13,6.17,IN,1596290544
vila velha,-20.33,-40.29,69.8,77,75,5.82,BR,1596290305
tilichiki,60.47,166.1,49.82,92,86,0.4,RU,1596290544
vera cruz,-12.63,-41.03,75.7,50,56,9.24,BR,1596290544
zhangjiakou,40.81,114.88,71.56,80,100,1.12,CN,1596290545
lasa,46.62,10.7,80.6,32,40,8.05,IT,1596290545
wahpeton,46.27,-96.61,66.99,82,90,10.29,US,1596290545
masyaf,35.07,36.34,87.8,62,40,13.87,SY,1596290545
gimli,50.63,-96.99,68.0,99,0,7.0,CA,1596290545
abu dhabi,24.47,54.37,105.8,48,0,10.29,AE,1596290374
guadalajara,20.67,-103.33,62.6,88,90,4.7,MX,1596290504
viedma,-40.81,-63.0,52.0,63,100,8.99,AR,1596290546
bose,45.46,8.01,96.01,54,0,1.99,IT,1596290546
montepuez,-13.13,39.0,76.24,42,98,8.75,MZ,1596290546
mabaruma,8.2,-59.78,88.11,58,31,3.76,GY,1596290547
esperance,-33.87,121.9,51.8,76,84,5.82,AU,1596290547
shubarkuduk,49.14,56.49,92.91,15,9,8.63,KZ,1596290547
nizwa,22.93,57.53,106.03,16,5,3.31,OM,1596290547
riacho de santana,-13.61,-42.94,78.62,39,0,14.99,BR,1596290548
la rioja,42.25,-2.5,80.6,51,20,9.17,ES,1596290548
wairoa,-39.03,177.37,46.99,81,96,2.98,NZ,1596290548
mildura,-34.2,142.15,48.2,61,100,4.7,AU,1596290548
wamba,8.93,8.6,81.0,79,41,5.35,NG,1596290549
la asuncion,11.03,-63.86,84.2,79,0,10.29,VE,1596290549
koshurnikovo,54.17,93.3,51.19,100,100,0.58,RU,1596290549
umm kaddadah,13.6,26.69,72.28,83,100,6.08,SD,1596290549
spassk-ryazanskiy,54.41,40.38,66.72,67,100,5.68,RU,1596290550
ambilobe,-13.2,49.05,82.69,52,30,1.77,MG,1596290550
axim,4.87,-2.24,79.95,68,23,11.25,GH,1596290550
chapais,49.78,-74.85,71.6,73,1,4.63,CA,1596290464
grindavik,63.84,-22.43,55.4,82,75,13.87,IS,1596290550
mitsamiouli,-11.38,43.28,80.6,69,20,20.8,KM,1596290551
cacaotepec,17.13,-96.8,59.0,87,5,3.36,MX,1596290551
hagere hiywet,8.98,37.85,61.0,85,100,3.4,ET,1596290551
didwana,27.4,74.57,90.46,56,100,13.24,IN,1596290551
odate,40.27,140.57,72.0,88,75,3.36,JP,1596290551
rivadavia,-33.19,-68.46,46.4,52,0,4.83,AR,1596290552
cedar city,37.68,-113.06,66.2,34,1,3.38,US,1596290372
broome,42.25,-75.83,73.99,77,1,3.36,US,1596290552
tocopilla,-22.09,-70.2,64.94,44,24,2.51,CL,1596290552
bartica,6.4,-58.62,80.6,88,75,9.17,GY,1596290552
marsh harbour,26.54,-77.06,82.26,77,100,28.79,BS,1596290553
vaitape,-16.52,-151.75,78.21,79,42,11.54,PF,1596290553
san juan,-31.54,-68.54,62.46,27,0,8.7,AR,1596290459
broken hill,-31.95,141.43,48.2,49,67,5.17,AU,1596290553
fort nelson,58.81,-122.7,68.0,72,75,4.7,CA,1596290438
sidi ali,36.1,0.42,92.03,36,0,8.75,DZ,1596290554
nouadhibou,20.93,-17.03,89.6,55,75,10.29,MR,1596290554
besuki,-7.73,113.7,77.95,73,13,3.87,ID,1596290554
caravelas,-17.71,-39.25,73.96,76,10,10.27,BR,1596290554
visnes,59.36,5.22,71.01,77,100,11.41,NO,1596290555
kamskoye ustye,55.2,49.27,59.0,82,75,8.95,RU,1596290555
burnie,-41.07,145.92,54.0,86,48,8.99,AU,1596290555
ayios nikolaos,38.42,23.65,97.0,25,20,9.17,GR,1596290409
dogondoutchi,13.64,4.03,93.15,38,79,11.88,NE,1596290556
melfi,41.0,15.65,96.8,36,45,19.46,IT,1596290511
havre-saint-pierre,50.23,-63.6,62.6,93,90,4.7,CA,1596290556
pontianak,-0.03,109.33,77.4,88,100,5.73,ID,1596290556
qasigiannguit,68.82,-51.19,44.6,93,75,3.36,GL,1596290557
radcliff,37.84,-85.95,75.0,100,90,9.17,US,1596290557
vangaindrano,-23.35,47.6,66.34,86,98,7.14,MG,1596290557
dudinka,69.41,86.18,66.2,59,100,8.95,RU,1596290558
the pas,53.83,-101.25,64.4,77,1,4.74,CA,1596290558
tiznit,29.58,-9.5,92.88,31,92,7.85,MA,1596290558
hannibal,39.71,-91.36,69.01,94,90,4.7,US,1596290558
ambon,-3.7,128.18,78.8,83,75,6.93,ID,1596290559
pozo colorado,-23.49,-58.8,81.23,42,0,8.7,PY,1596290559
aklavik,68.22,-135.01,55.4,87,75,14.99,CA,1596290390
yulara,-25.24,130.99,51.8,21,0,4.7,AU,1596290559
puerto escondido,15.85,-97.07,77.0,78,5,6.93,MX,1596290559
taurage,55.25,22.29,73.02,52,41,6.46,LT,1596290560
amuntai,-2.42,115.25,74.34,96,33,1.32,ID,1596290560
arman,59.7,150.17,52.21,66,78,1.7,RU,1596290560
makakilo city,21.35,-158.09,77.0,73,1,3.36,US,1596290560
kolpashevo,58.31,82.91,64.71,76,2,3.67,RU,1596290560
huadian,42.96,126.75,72.01,82,46,1.41,CN,1596290561
port hardy,50.7,-127.42,57.2,93,75,2.24,CA,1596290561
slangerup,55.85,12.18,73.99,59,70,5.99,DK,1596290561
russell,32.35,-85.2,80.6,78,90,6.93,US,1596290561
pangody,65.85,74.49,61.16,73,100,18.63,RU,1596290561
san miguel,13.48,-88.18,78.49,82,50,2.57,SV,1596290562
maragogi,-9.01,-35.22,79.5,73,1,13.98,BR,1596290562
zhigansk,66.77,123.37,59.49,49,0,9.75,RU,1596290562
tabou,4.42,-7.35,75.83,82,97,12.06,CI,1596290562
kudahuvadhoo,2.67,72.89,83.25,74,91,11.74,MV,1596290562
chibuto,-24.69,33.53,75.09,46,0,9.93,MZ,1596290563
paso de carrasco,-34.86,-56.05,53.6,87,0,6.93,UY,1596290563
naze,28.37,129.48,78.8,94,22,3.36,JP,1596290563
ayan,56.45,138.17,52.2,84,100,3.06,RU,1596290563
lata,40.16,-8.33,84.0,53,0,11.68,PT,1596290564
hamilton,39.18,-84.53,78.01,88,75,10.29,US,1596290537
tarko-sale,64.92,77.78,59.0,73,100,15.21,RU,1596290564
urumqi,43.8,87.6,84.2,18,20,4.47,CN,1596290564
wanning,18.8,110.4,81.37,84,100,16.87,CN,1596290565
rupert,42.62,-113.68,66.2,59,1,4.03,US,1596290565
bowen,-20.02,148.23,64.99,82,75,5.82,AU,1596290418
ayapel,8.31,-75.14,76.41,93,100,5.08,CO,1596290565
santa isabel do rio negro,-0.41,-65.02,88.12,51,5,2.06,BR,1596290566
chumikan,54.72,135.31,50.85,87,100,16.22,RU,1596290566
apomu,7.33,4.18,80.44,80,15,5.32,NG,1596290566
port-gentil,-0.72,8.78,82.4,69,20,11.03,GA,1596290470
deder,9.32,41.45,61.11,88,88,7.9,ET,1596290566
ilhabela,-23.78,-45.36,71.26,70,13,4.97,BR,1596290567
brazzaville,-4.27,15.28,78.8,65,90,6.93,CG,1596290567
cururupu,-1.83,-44.87,87.37,55,82,6.15,BR,1596290567
verkhnevilyuysk,63.45,120.32,60.03,65,0,2.84,RU,1596290567
ostrovnoy,68.05,39.51,53.55,85,66,15.59,RU,1596290567
saskylakh,71.92,114.08,63.19,51,13,5.57,RU,1596290568
moussoro,13.64,16.49,97.09,32,90,10.07,TD,1596290568
mnogovershinnyy,53.94,139.92,48.99,100,100,7.23,RU,1596290568
sur,22.57,59.53,87.66,64,0,13.11,OM,1596290568
labuhan,-6.88,112.21,78.24,77,11,5.91,ID,1596290568
isangel,-19.55,169.27,71.24,86,99,18.01,VU,1596290569
hobyo,5.35,48.53,80.47,68,13,32.06,SO,1596290569
sept-iles,50.2,-66.38,69.8,77,5,4.7,CA,1596290342
hailey,43.52,-114.32,62.6,42,1,9.17,US,1596290569
baykit,61.67,96.37,63.45,84,100,3.29,RU,1596290569
maravatio,19.9,-100.45,62.01,91,53,1.97,MX,1596290570
la union,-5.4,-80.75,67.62,68,27,10.42,PE,1596290570
linjiang,41.81,126.91,69.75,87,95,1.41,CN,1596290570
sokoto,13.06,5.24,90.37,47,5,12.62,NG,1596290570
wawa,9.9,4.42,84.78,66,58,6.91,NG,1596290570
saint-ambroise,48.55,-71.33,68.0,93,40,3.36,CA,1596290571
tarakan,3.3,117.63,78.78,83,100,8.9,ID,1596290571
houma,29.6,-90.72,84.0,88,5,7.7,US,1596290453
tuy hoa,13.08,109.3,80.78,74,100,8.1,VN,1596290571
alpena,45.06,-83.43,68.0,82,1,1.48,US,1596290572
labuan,5.28,115.24,80.6,94,20,2.98,MY,1596290572
evensk,61.95,159.23,53.76,59,0,11.21,RU,1596290572
sobolevo,54.43,31.9,56.46,85,96,14.2,RU,1596290572
bathsheba,13.22,-59.52,87.8,70,40,11.41,BB,1596290572
kiama,-34.68,150.87,51.01,72,0,6.33,AU,1596290573
novoorsk,51.38,58.98,93.2,14,21,6.71,RU,1596290573
pangnirtung,66.15,-65.71,48.63,79,100,3.53,CA,1596290573
saint anthony,45.02,-93.22,75.99,60,1,8.05,US,1596290452
ulladulla,-35.35,150.47,51.8,71,0,12.75,AU,1596290574
bagdarin,54.43,113.6,61.34,90,100,6.98,RU,1596290574
lucea,18.45,-78.17,86.0,70,20,4.7,JM,1596290574
manta,-0.95,-80.73,73.4,83,90,8.05,EC,1596290451
loa janan,-0.58,117.09,73.24,97,81,1.77,ID,1596290575
vao,-22.67,167.48,66.79,69,42,18.75,NC,1596290575
urdoma,61.75,48.54,55.42,85,92,4.14,RU,1596290575
pangkalanbuun,-2.68,111.62,76.06,86,63,3.27,ID,1596290576
two hills,53.72,-111.75,62.1,73,0,11.05,CA,1596290576
alofi,-19.06,-169.92,59.0,93,1,3.36,NU,1596290576
bambanglipuro,-7.95,110.28,74.84,83,13,10.4,ID,1596290576
mangaratiba,-22.96,-44.04,73.4,64,5,6.93,BR,1596290576
chernyshevskiy,63.01,112.47,58.87,68,0,4.23,RU,1596290577
belmonte,-15.86,-38.88,73.4,78,75,5.82,BR,1596290577
virarajendrapet,12.2,75.8,80.6,88,75,3.36,IN,1596290577
alcaniz,41.05,-0.13,89.01,54,26,5.99,ES,1596290577
brigham city,41.51,-112.02,68.0,55,1,5.88,US,1596290485
brae,60.4,-1.35,57.2,87,20,6.93,GB,1596290578
xuddur,4.12,43.89,82.74,49,74,22.82,SO,1596290578
fukue,32.69,128.84,81.25,79,37,9.57,JP,1596290578
raudeberg,61.99,5.14,73.4,49,100,10.29,NO,1596290579
skelleftea,64.75,20.95,80.01,56,100,9.17,SE,1596290579
camacha,33.08,-16.33,73.4,73,40,13.87,PT,1596290579
yabrud,33.97,36.66,102.2,12,0,16.11,SY,1596290579
pocone,-16.26,-56.62,88.79,22,0,9.06,BR,1596290579
shu,43.6,73.76,87.76,23,100,8.99,KZ,1596290580
santa rosa,14.31,121.11,79.0,94,100,4.09,PH,1596290580
brainerd,46.36,-94.2,71.6,78,90,9.17,US,1596290580
beyneu,45.32,55.2,96.08,12,0,11.14,KZ,1596290580
leshukonskoye,64.9,45.76,57.29,87,65,8.16,RU,1596290580
estevan,49.13,-102.98,59.0,93,1,2.24,CA,1596290581
rio grande,-32.03,-52.1,60.01,82,97,2.24,BR,1596290581
mikuni,36.22,136.15,75.2,94,20,3.36,JP,1596290581
port hawkesbury,45.62,-61.35,75.0,83,20,9.17,CA,1596290582
harper,4.38,-7.72,76.26,81,98,13.09,LR,1596290582
manaus,-3.1,-60.02,86.0,58,25,4.7,BR,1596290583
gondanglegi,-7.75,112.01,73.54,81,1,13.89,ID,1596290583
port moresby,-9.44,147.18,71.6,78,20,3.36,PG,1596290464
vysokogornyy,50.12,139.15,62.74,95,100,3.83,RU,1596290583
shipitsyno,61.28,46.52,63.21,57,14,6.87,RU,1596290583
chimbote,-9.09,-78.58,61.99,83,92,5.91,PE,1596290584
otradnoye,59.78,30.82,64.99,59,0,9.01,RU,1596290584
serra,-20.13,-40.31,73.99,77,75,5.82,BR,1596290484
koslan,63.46,48.9,61.25,63,49,2.55,RU,1596290585
auch,43.65,0.58,88.0,53,3,5.01,FR,1596290585
onega,63.91,38.14,57.52,80,65,10.42,RU,1596290586
